id,natural_language,sql_query
6338,"Show me the age, position, hire_date, department of employees where name is less than Andrew Jackson","SELECT age, position, hire_date, department FROM users WHERE name < 'Andrew Jackson';"
6339,"Show me the name, age, salary, department of employees where department is not equal to Sales","SELECT name, age, salary, department FROM users WHERE department != 'Sales';"
6340,"Show me the hire_date, age of employees where salary is greater than 65693","SELECT hire_date, age FROM users WHERE salary > 65693;"
6341,"Show me the name, position, email of employees where hire_date is before 2018-05-24","SELECT name, position, email FROM users WHERE hire_date < '2018-05-24';"
6342,Show me the hire_date of employees where email is less than Natasha Parker,SELECT hire_date FROM users WHERE email < 'Natasha Parker';
6343,"Show me the hire_date, age of employees where position is greater than Manager","SELECT hire_date, age FROM users WHERE position > 'Manager';"
6344,"Show me the age, email of employees where hire_date is less than 2017-11-04","SELECT age, email FROM users WHERE hire_date < '2017-11-04';"
6345,Show me the hire_date of employees where salary is greater than 76529,SELECT hire_date FROM users WHERE salary > 76529;
6346,Show me the salary of employees where position is before Director,SELECT salary FROM users WHERE position < 'Director';
6347,"Show me the position, name, email, age of employees where hire_date is not equal to 2015-02-16","SELECT position, name, email, age FROM users WHERE hire_date != '2015-02-16';"
6348,"Show me the department, age, name, salary of employees where salary is less than 106783","SELECT department, age, name, salary FROM users WHERE salary < 106783;"
6349,Show me the name of employees where hire_date is equal to 2018-03-06,SELECT name FROM users WHERE hire_date = '2018-03-06';
6350,"Show me the email, hire_date of employees where position is not equal to Coordinator","SELECT email, hire_date FROM users WHERE position != 'Coordinator';"
6351,"Show me the age, salary, hire_date of employees where salary is after 101098","SELECT age, salary, hire_date FROM users WHERE salary > 101098;"
6352,"Show me the position, hire_date, age, department of employees where department is equal to Finance","SELECT position, hire_date, age, department FROM users WHERE department = 'Finance';"
6353,"Show me the name, department, position, email of employees where position is less than Director","SELECT name, department, position, email FROM users WHERE position < 'Director';"
6354,"Show me the hire_date, position, salary of employees where email is after Ashley Pratt","SELECT hire_date, position, salary FROM users WHERE email > 'Ashley Pratt';"
6355,"Show me the hire_date, department, age of employees where email is equal to Christine Owens","SELECT hire_date, department, age FROM users WHERE email = 'Christine Owens';"
6356,"Show me the department, email of employees where email is not equal to Elizabeth Wall","SELECT department, email FROM users WHERE email != 'Elizabeth Wall';"
6357,"Show me the position, department, salary, name of employees where department is before Finance","SELECT position, department, salary, name FROM users WHERE department < 'Finance';"
6358,"Show me the hire_date, salary, position, name of employees where email is before Nancy Smith","SELECT hire_date, salary, position, name FROM users WHERE email < 'Nancy Smith';"
6359,"Show me the department, email of employees where hire_date is less than 2021-10-31","SELECT department, email FROM users WHERE hire_date < '2021-10-31';"
6360,"Show me the email, age, name, hire_date of employees where position is not equal to Coordinator","SELECT email, age, name, hire_date FROM users WHERE position != 'Coordinator';"
6361,"Show me the name, department of employees where salary is greater than 94691","SELECT name, department FROM users WHERE salary > 94691;"
6362,"Show me the email, name, position, department of employees where age is before 22","SELECT email, name, position, department FROM users WHERE age < 22;"
6363,Show me the department of employees where email is after Michael Rogers,SELECT department FROM users WHERE email > 'Michael Rogers';
6364,"Show me the department, name of employees where position is less than Coordinator","SELECT department, name FROM users WHERE position < 'Coordinator';"
6365,"Show me the salary, age, department, email of employees where position is greater than Specialist","SELECT salary, age, department, email FROM users WHERE position > 'Specialist';"
6366,"Show me the salary, age, name of employees where position is after Coordinator","SELECT salary, age, name FROM users WHERE position > 'Coordinator';"
6367,"Show me the hire_date, age, name of employees where department is not equal to Sales","SELECT hire_date, age, name FROM users WHERE department != 'Sales';"
6368,"Show me the name, email of employees where age is greater than 59","SELECT name, email FROM users WHERE age > 59;"
6369,"Show me the salary, position, age of employees where position is after Coordinator","SELECT salary, position, age FROM users WHERE position > 'Coordinator';"
6370,"Show me the name, age, position, salary of employees where hire_date is after 2022-09-21","SELECT name, age, position, salary FROM users WHERE hire_date > '2022-09-21';"
6371,"Show me the position, email, hire_date of employees where hire_date is equal to 2022-02-19","SELECT position, email, hire_date FROM users WHERE hire_date = '2022-02-19';"
6372,Show me the age of employees where salary is greater than 41076,SELECT age FROM users WHERE salary > 41076;
6373,Show me the email of employees where position is less than Coordinator,SELECT email FROM users WHERE position < 'Coordinator';
6374,"Show me the name, position of employees where salary is greater than 141087","SELECT name, position FROM users WHERE salary > 141087;"
6375,"Show me the department, email, age, name of employees where salary is less than 120377","SELECT department, email, age, name FROM users WHERE salary < 120377;"
6376,"Show me the salary, age, email of employees where hire_date is before 2017-02-11","SELECT salary, age, email FROM users WHERE hire_date < '2017-02-11';"
6377,"Show me the position, name of employees where salary is less than 136657","SELECT position, name FROM users WHERE salary < 136657;"
6378,"Show me the department, age, position, hire_date of employees where position is equal to Engineer","SELECT department, age, position, hire_date FROM users WHERE position = 'Engineer';"
6379,"Show me the age, department of employees where email is less than Lindsay Trujillo","SELECT age, department FROM users WHERE email < 'Lindsay Trujillo';"
6380,"Show me the department, salary, age of employees where position is after Specialist","SELECT department, salary, age FROM users WHERE position > 'Specialist';"
6381,"Show me the department, position, name, salary of employees where position is after Engineer","SELECT department, position, name, salary FROM users WHERE position > 'Engineer';"
